,avg_energy,avg_fourier,max_fourier,max_energy,avg_main_data,4,Label
10516,41,140,333,163,67,5,
10517,38,82,306,163,41,1,
10518,34,52,272,74,50,4,
10519,28,25,227,74,34,0,
10520,25,27,200,41,34,5,
10521,24,28,199,43,34,5,
10522,24,28,197,43,34,1,
10523,37,59,303,87,54,4,
10524,44,93,359,144,55,6,
10525,54,119,437,144,87,2,
10526,46,42,374,86,60,1,
10527,35,53,281,75,49,2,
10528,27,27,216,46,36,3,
10529,26,23,211,46,35,6,
10530,26,30,210,46,37,2,
10531,26,29,210,45,37,3,
10532,25,21,205,43,34,1,
10533,30,41,241,152,34,7,
10534,149,357,1195,457,233,5,
10535,182,421,1456,457,243,1,
10536,39,46,318,103,49,6,
10537,56,71,449,103,86,2,
10538,59,78,473,199,67,7,
10539,85,138,684,199,122,3,
10540,70,102,566,157,104,3,
10541,82,209,660,603,52,7,
10542,160,547,1285,603,277,3,
10543,131,144,1052,236,199,5,
10544,89,163,712,236,116,1,
10545,28,23,227,53,39,7,
10546,33,43,265,93,39,6,
10547,42,70,343,93,64,2,
10548,82,229,661,274,130,5,
10549,62,155,497,274,69,1,
10550,29,49,238,184,32,7,
10551,141,596,1135,665,251,4,
10552,98,178,790,665,118,0,
10553,85,263,686,310,115,4,
10554,112,332,902,348,185,4,
10555,40,91,322,348,39,0,
10556,33,27,264,62,42,6,
10557,50,69,403,116,69,6,
10558,45,88,366,116,65,2,
10559,38,47,306,65,52,7,
10560,24,23,192,45,34,0,
10561,23,28,190,43,33,5,
10562,23,22,186,44,29,6,
10563,29,36,237,49,41,6,
10564,41,96,328,119,63,5,
10565,31,59,252,119,35,1,
10566,24,27,197,43,35,0,
10567,24,26,192,43,32,1,
10568,24,20,193,41,31,1,
10569,37,69,298,94,52,5,
10570,44,55,357,94,55,1,
10571,45,43,364,81,62,7,
10572,28,23,227,65,35,0,
10573,26,29,213,63,33,6,
10574,36,63,288,88,56,4,
10575,31,37,251,88,45,0,
10576,24,20,195,48,30,1,
10577,23,24,188,44,31,6,
10578,23,29,191,44,33,2,
10579,23,23,191,41,33,7,
10580,26,29,209,47,34,7,
10581,45,78,366,168,51,6,
10582,65,133,527,168,87,2,
10583,55,124,447,145,86,2,
10584,40,87,323,114,62,4,
10585,35,33,283,114,44,0,
10586,24,24,192,46,33,0,
10587,23,27,189,42,32,5,
10588,23,22,185,45,29,6,
10589,29,36,237,87,37,7,
10590,39,59,312,87,60,3,
10591,26,30,214,48,34,1,
10592,24,28,196,44,33,2,
10593,29,33,232,104,36,7,
10594,39,73,319,104,57,3,
10595,34,50,274,77,48,3,
10596,100,230,806,345,152,7,
10597,111,281,892,345,190,3,
10598,69,135,555,266,48,7,
10599,83,286,664,266,149,3,
10600,25,23,200,42,34,6,
10601,25,31,204,49,37,4,
10602,25,20,203,49,34,0,
10603,26,23,208,57,36,7,
10604,72,228,579,434,40,7,
10605,132,459,1062,434,243,3,
10606,40,52,321,87,55,3,
10607,38,31,310,66,53,6,
10608,36,72,295,94,57,3,
10609,26,30,212,75,35,0,
10610,28,35,229,135,32,7,
10611,42,105,336,135,66,3,
10612,29,29,232,52,39,7,
10613,28,28,226,52,41,3,
10614,28,35,224,49,41,4,
10615,24,28,198,49,32,0,
10616,28,30,227,114,33,7,
10617,123,309,987,503,160,7,
10618,146,436,1172,503,217,3,
10619,35,37,282,63,46,5,
10620,64,164,514,209,112,3,
10621,29,34,235,112,35,0,
10622,23,24,189,43,31,3,
10623,23,22,189,43,31,6,
10624,58,191,466,359,36,6,
10625,142,348,1138,436,205,6,
10626,93,393,749,436,150,2,
10627,95,151,765,230,127,5,
10628,152,276,1220,504,173,6,
10629,147,456,1183,504,190,2,
10630,106,387,855,437,181,2,
10631,43,45,348,77,61,4,
10632,28,59,231,77,43,2,
10633,23,26,189,43,32,3,
10634,23,23,188,46,30,6,
10635,25,30,204,46,36,2,
10636,26,30,211,45,36,6,
10637,25,29,201,45,34,2,
10638,22,23,182,41,31,7,
10639,23,24,184,41,31,3,
10640,23,22,185,42,30,6,
10641,66,232,531,258,90,5,
10642,79,182,638,258,109,1,
10643,43,53,347,99,50,1,
10644,52,74,416,243,59,7,
10645,99,164,796,243,168,3,
10646,137,437,1100,503,193,4,
10647,111,323,888,503,146,0,
10648,28,30,228,53,39,7,
10649,32,30,262,58,48,4,
10650,28,27,227,58,36,0,
10651,48,76,389,112,72,5,
10652,41,67,330,112,49,1,
10653,39,68,317,88,60,5,
10654,37,40,298,88,43,1,
10655,48,55,387,107,66,6,
10656,24,26,196,44,32,6,
10657,24,30,197,44,34,2,
10658,24,30,193,42,33,5,
10659,23,26,191,44,31,4,
10660,23,28,189,44,33,0,
10661,23,26,189,43,32,4,
10662,23,27,190,43,32,0,
10663,23,27,190,45,32,7,
10664,126,249,1014,619,150,7,
10665,183,501,1470,619,294,3,
10666,48,60,385,180,61,0,
10667,41,55,333,91,56,0,
10668,94,131,758,288,115,6,
10669,116,209,932,288,180,2,
10670,55,59,440,179,71,0,
10671,50,83,403,122,77,3,
10672,33,38,271,74,42,1,
10673,35,54,281,82,50,4,
10674,27,25,220,82,34,0,
10675,29,27,239,48,42,6,
10676,57,120,463,159,77,5,
10677,129,344,1038,411,184,5,
10678,135,354,1086,545,116,6,
10679,102,507,823,545,177,2,
10680,57,170,457,190,93,5,
10681,56,104,450,190,69,1,
10682,38,36,304,106,51,0,
10683,28,26,225,60,35,7,
10684,36,56,291,77,56,5,
10685,29,35,232,77,34,1,
10686,28,48,229,72,41,4,
10687,26,26,209,72,35,0,
10688,25,30,203,47,35,5,
10689,40,78,324,108,53,5,
10690,144,305,1158,519,184,6,
10691,135,445,1081,519,189,2,
10692,46,65,375,91,60,7,
10693,144,550,1155,615,259,4,
10694,75,173,606,615,55,0,
10695,69,103,556,183,95,6,
10696,62,143,498,183,84,2,
10697,31,30,253,53,43,0,
10698,37,57,296,122,41,6,
10699,41,94,331,122,61,2,
10700,33,31,269,60,48,7,
10701,39,46,314,97,48,6,
10702,52,90,420,124,83,4,
10703,40,37,322,124,52,0,
10704,76,170,614,286,93,6,
10705,125,391,1003,401,201,5,
10706,96,247,768,401,104,1,
10707,57,96,460,115,81,1,
10708,53,78,427,122,70,7,
10709,72,71,578,122,100,3,
10710,63,81,504,149,82,7,
10711,73,155,591,193,113,4,
10712,77,128,618,193,117,0,
10713,45,56,363,155,55,0,
10714,52,112,421,149,77,5,
10715,55,66,446,149,65,1,
10716,57,132,456,157,93,2,
10717,37,32,299,65,53,3,
10718,28,30,229,53,38,0,
10719,36,38,294,90,49,7,
10720,45,51,360,90,64,3,
10721,31,30,255,57,43,0,
10722,43,81,349,314,43,7,
10723,179,292,1437,425,261,7,
10724,220,269,1766,425,317,3,
10725,161,246,1289,348,246,0,
10726,84,145,679,325,82,1,
10727,59,71,476,108,87,5,
10728,185,492,1484,610,294,4,
10729,232,301,1862,610,296,0,
10730,285,256,2281,431,399,4,
10731,229,336,1839,431,352,0,
10732,81,182,648,372,63,1,
10733,54,97,435,138,78,3,
10734,51,84,408,144,73,7,
10735,77,171,616,222,123,4,
10736,168,364,1350,433,249,4,
10737,125,254,1006,433,126,0,
10738,101,323,810,364,177,3,
10739,133,384,1070,434,216,4,
10740,58,107,470,198,72,1,
10741,30,48,247,68,41,2,
10742,27,30,217,46,39,4,
10743,47,92,378,110,70,5,
10744,88,221,705,283,117,7,
10745,91,234,735,283,130,3,
10746,27,31,223,113,33,0,
10747,32,47,256,70,45,5,
10748,32,35,259,70,41,1,
10749,27,34,217,50,38,2,
10750,32,32,256,72,41,6,
10751,49,79,393,120,74,4,
10752,100,262,806,533,54,7,
10753,202,509,1618,533,373,3,
10754,59,113,475,415,59,0,
10755,84,97,672,161,122,6,
10756,82,123,661,161,123,2,
10757,56,96,452,199,48,6,
10758,123,164,986,252,179,7,
10759,149,163,1199,252,221,3,
10760,232,688,1856,818,397,4,
10761,109,257,876,818,70,0,
10762,53,79,431,111,80,2,
10763,53,61,426,102,72,7,
10764,67,136,536,187,82,6,
10765,97,129,777,187,147,2,
10766,83,109,670,166,112,5,
10767,92,128,740,166,126,1,
10768,51,108,415,157,64,1,
10769,32,52,256,69,47,5,
10770,48,154,388,180,71,5,
10771,65,96,524,202,65,7,
10772,141,204,1132,680,193,7,
10773,206,567,1652,680,342,3,
10774,200,361,1606,482,276,5,
10775,142,359,1137,482,160,1,
10776,47,55,381,221,52,0,
10777,48,70,385,142,56,6,
10778,72,133,577,142,123,2,
10779,43,60,344,134,44,1,
10780,31,35,253,58,42,6,
10781,55,128,440,492,54,7,
10782,106,438,848,492,181,3,
10783,99,155,796,254,130,7,
10784,128,163,1025,254,198,3,
10785,145,554,1163,619,201,5,
10786,129,346,1039,619,148,1,
10787,98,296,787,334,148,2,
10788,48,61,388,155,62,0,
10789,42,51,336,85,55,1,
10790,34,33,274,55,50,4,
10791,33,32,265,55,44,0,
10792,34,33,276,60,45,6,
10793,34,42,273,71,42,6,
10794,36,49,294,71,58,2,
10795,26,23,212,60,32,0,
10796,37,39,299,69,52,6,
10797,110,479,884,525,193,5,
10798,82,282,657,525,62,1,
10799,79,147,634,332,73,0,
10800,47,61,381,83,66,5,
10801,37,34,296,83,46,1,
10802,28,29,228,47,38,0,
10803,26,30,212,45,37,7,
10804,25,26,200,45,34,3,
10805,24,23,197,43,32,6,
10806,25,29,202,45,36,7,
10807,24,27,197,45,33,3,
10808,24,28,196,45,33,4,
10809,27,31,217,63,36,7,
10810,37,46,297,67,53,5,
10811,24,23,194,43,33,6,
10812,24,29,197,43,35,2,
10813,24,27,195,43,33,3,
10814,24,24,193,44,31,6,
10815,24,30,199,44,35,2,
10816,24,28,197,44,34,3,
10817,24,23,194,43,32,6,
10818,26,28,210,45,36,7,
10819,27,31,222,45,40,3,
10820,59,193,472,352,32,6,
10821,104,363,839,352,189,2,
10822,40,40,324,69,56,3,
10823,24,23,195,44,34,7,
10824,24,28,197,44,34,3,
10825,24,23,193,44,31,6,
10826,24,30,198,44,35,2,
10827,24,28,196,43,34,3,
10828,24,24,194,45,31,6,
10829,24,30,199,45,35,2,
10830,26,31,209,47,36,5,
10831,28,26,224,47,38,1,
10832,29,33,233,53,39,6,
10833,28,37,225,53,37,2,
10834,89,300,716,342,134,4,
10835,41,82,331,108,58,2,
10836,27,36,218,51,36,5,
10837,30,36,242,56,42,4,
10838,27,35,218,56,37,0,
10839,81,310,648,337,110,5,
10840,82,250,656,337,102,1,
10841,30,30,245,66,35,7,
10842,43,68,346,93,69,5,
10843,31,42,252,93,37,1,
10844,24,26,198,44,32,3,
10845,88,284,711,404,100,6,
10846,113,342,904,404,163,2,
10847,92,241,742,397,105,1,
10848,39,46,313,94,54,0,
10849,28,30,225,50,39,0,
10850,27,24,220,49,38,0,
10851,26,28,211,48,35,3,
10852,25,29,203,44,34,4,
10853,33,51,265,79,41,6,
10854,68,112,550,177,99,7,
10855,89,139,713,181,135,5,
10856,92,152,736,307,87,6,
10857,161,244,1292,307,245,2,
10858,112,189,899,271,154,2,
10859,115,224,923,684,103,7,
10860,352,710,2818,860,582,5,
10861,371,570,2968,860,545,1,
10862,97,281,778,667,53,0,
10863,87,312,698,348,126,5,
10864,108,240,869,348,152,1,
10865,46,71,370,195,38,0,
10866,69,215,557,251,119,5,
10867,51,128,414,251,50,1,
10868,74,252,599,474,49,6,
10869,119,434,956,474,210,2,
10870,57,74,463,111,80,4,
10871,49,51,397,111,65,0,
10872,42,48,343,95,54,6,
10873,35,72,286,95,48,2,
10874,33,42,270,67,51,3,
10875,26,27,215,59,37,0,
10876,86,441,689,472,154,4,
10877,48,126,389,472,42,0,
10878,26,29,213,45,36,5,
10879,27,29,220,60,34,6,
10880,50,95,403,131,71,4,
10881,51,77,408,131,69,0,
10882,44,43,358,71,64,4,
10883,107,313,856,511,109,6,
10884,85,487,681,511,153,2,
10885,24,28,199,45,35,5,
10886,24,25,198,45,33,1,
10887,26,24,209,45,35,6,
10888,27,32,223,47,39,4,
10889,27,38,221,56,39,5,
10890,28,31,225,62,34,6,
10891,33,48,264,62,48,2,
10892,43,82,349,144,58,7,
10893,52,105,423,144,78,3,
10894,41,30,332,69,56,0,
10895,144,453,1153,533,255,3,
10896,65,103,521,210,62,7,
10897,122,193,978,232,209,5,
10898,66,129,531,232,71,1,
10899,43,101,350,125,66,5,
10900,35,58,282,125,39,1,
10901,26,26,211,49,36,3,
10902,25,21,202,42,34,6,
10903,25,27,206,46,35,4,
10904,30,34,244,76,38,7,
10905,41,53,333,76,66,3,
10906,32,30,263,65,37,1,
10907,40,58,325,85,62,3,
10908,27,30,223,49,35,1,
10909,26,30,212,47,38,2,
10910,28,22,230,77,36,7,
10911,52,57,419,190,70,7,
10912,76,152,610,190,125,3,
10913,37,47,300,177,42,0,
10914,29,36,237,49,41,2,
10915,26,28,211,45,35,5,
10916,29,33,239,130,34,7,
10917,56,95,448,130,92,3,
10918,42,41,341,103,49,1,
10919,45,79,363,105,67,2,
10920,32,48,258,66,44,2,
10921,25,27,206,46,35,0,
10922,28,30,228,48,39,4,
10923,27,21,218,48,35,0,
10924,26,30,209,43,36,2,
10925,33,66,268,134,35,6,
10926,37,112,301,134,59,2,
10927,31,45,250,172,36,7,
10928,84,176,674,426,119,7,
10929,127,365,1018,426,207,3,
10930,59,68,472,244,66,0,
10931,68,175,550,224,104,3,
10932,53,64,424,108,80,4,
10933,73,150,589,198,98,4,
10934,122,159,982,260,166,4,
10935,118,166,947,260,181,0,
10936,40,54,324,217,44,0,
10937,33,54,267,82,49,4,
10938,80,263,640,283,137,4,
10939,121,446,969,488,183,5,
10940,176,421,1412,488,196,1,
10941,132,329,1061,406,172,2,
10942,43,41,348,97,53,1,
10943,57,122,459,445,45,0,
10944,26,25,211,45,35,7,
10945,26,28,211,63,35,7,
10946,97,342,781,396,150,4,
10947,120,174,967,396,143,0,
10948,139,198,1115,267,237,3,
10949,69,92,559,249,74,0,
10950,41,34,334,67,58,1,
10951,75,294,606,533,42,6,
10952,184,503,1472,533,342,2,
10953,71,127,568,463,68,0,
10954,39,41,319,76,56,0,
10955,25,27,200,45,31,3,
10956,24,33,197,45,36,2,
10957,24,30,197,42,35,4,
10958,25,23,200,45,32,7,
10959,24,27,197,45,33,3,
10960,31,46,249,62,42,5,
10961,35,39,281,62,49,1,
10962,29,33,232,84,39,7,
10963,35,56,280,84,49,3,
10964,66,97,532,269,86,7,
10965,184,287,1477,397,277,5,
10966,120,324,965,397,142,1,
10967,25,24,202,49,34,0,
10968,24,17,194,38,32,1,
10969,24,23,199,37,35,5,
10970,24,23,198,39,34,5,
10971,25,29,203,46,35,5,
10972,27,31,220,50,37,5,
10973,29,34,235,50,40,1,
10974,29,31,232,51,38,6,
10975,67,171,538,595,44,7,
10976,156,502,1248,595,274,3,
10977,54,105,436,221,71,0,
10978,41,47,331,67,59,6,
10979,24,29,197,43,34,1,
10980,24,21,197,44,31,6,
10981,24,35,199,44,36,2,
10982,24,27,196,45,33,4,
10983,24,24,197,45,32,0,
10984,27,30,221,44,40,6,
10985,26,33,211,44,36,2,
10986,24,22,197,44,31,1,
10987,91,321,731,350,111,6,
10988,111,285,888,350,147,2,
10989,57,81,459,106,86,2,
10990,51,40,414,94,70,0,
10991,42,56,338,90,59,3,
10992,41,72,333,87,64,5,
10993,29,42,232,87,32,1,
10994,28,36,231,49,40,5,
10995,58,136,466,203,66,6,
10996,148,344,1185,404,188,7,
10997,145,352,1164,404,220,3,
10998,28,26,225,90,33,0,
10999,51,129,415,261,47,6,
11000,72,230,583,261,116,2,
11001,45,102,362,134,71,3,
11002,37,32,303,65,50,7,
11003,24,22,196,45,31,1,
11004,25,31,200,41,35,7,
11005,24,26,195,44,31,6,
11006,45,79,366,256,42,7,
11007,158,358,1265,427,294,4,
11008,71,182,575,427,49,0,
11009,30,32,242,60,38,1,
11010,25,31,201,45,34,2,
11011,24,29,196,44,34,3,
11012,24,27,197,46,34,4,
11013,25,27,200,46,33,0,
11014,44,85,355,117,61,4,
11015,108,357,870,407,183,2,
11016,92,193,740,259,142,4,
11017,49,67,392,259,59,0,
11018,74,156,598,245,83,6,
11019,137,184,1096,245,227,2,
11020,53,80,429,241,50,0,
11021,69,220,556,261,113,4,
11022,46,66,370,261,49,0,
11023,26,35,215,44,38,0,
11024,30,35,242,49,40,5,
11025,30,29,247,49,42,1,
11026,132,398,1062,470,162,5,
11027,34,43,277,163,43,7,
11028,43,134,351,163,68,3,
11029,24,29,198,45,35,0,
11030,31,45,249,65,45,5,
11031,33,32,266,75,36,7,
11032,57,94,461,145,81,6,
11033,60,116,480,145,85,2,
11034,36,41,290,92,47,1,
11035,26,24,208,47,34,0,
11036,25,29,201,43,35,4,
11037,33,49,271,77,49,4,
11038,35,35,282,77,40,0,
11039,33,80,270,101,51,2,
11040,27,35,219,46,38,5,
11041,35,80,284,106,53,4,
11042,28,31,230,106,36,0,
11043,28,30,229,49,41,4,
11044,26,28,208,49,34,0,
11045,25,28,205,46,33,6,
11046,27,29,217,46,38,2,
11047,38,63,309,89,58,5,
11048,36,37,291,89,45,1,
11049,84,190,678,387,77,6,
11050,191,377,1533,387,345,2,
11051,24,27,194,42,33,2,
11052,24,22,197,45,34,7,
11053,24,27,197,45,33,3,
11054,24,26,196,44,33,4,
11055,25,32,201,45,36,5,
11056,32,34,258,80,38,6,
11057,47,56,376,80,71,2,
11058,43,68,344,138,46,6,
11059,45,120,365,189,61,7,
11060,115,502,924,548,207,4,
11061,75,160,603,548,63,0,
11062,144,347,1154,373,265,4,
11063,25,25,200,44,33,4,
11064,27,28,221,49,40,7,
11065,31,41,249,83,37,6,
11066,32,63,256,83,47,2,
11067,25,26,206,47,34,3,
11068,27,27,219,83,34,7,
11069,31,63,250,83,49,3,
11070,24,23,194,42,31,1,
11071,26,35,213,57,39,4,
11072,34,34,272,117,42,7,
11073,80,209,644,252,137,5,
11074,60,122,482,252,58,1,
11075,23,23,187,38,33,0,
11076,23,27,187,40,32,5,
11077,23,26,190,43,31,4,
11078,27,36,216,52,37,5,
11079,29,28,233,52,39,1,
11080,25,29,207,45,36,2,
11081,25,30,206,47,36,5,
11082,28,31,226,49,40,4,
11083,25,25,205,49,33,0,
11084,42,73,338,125,55,6,
11085,46,98,370,125,60,2,
11086,38,37,305,61,54,7,
11087,82,145,659,177,129,5,
11088,96,139,774,241,101,6,
11089,121,168,972,241,195,2,
11090,53,63,429,208,63,0,
11091,78,309,630,558,43,6,
11092,129,509,1038,558,214,2,
11093,84,166,672,201,143,4,
11094,52,73,418,201,66,0,
11095,37,61,301,89,48,1,
11096,29,43,238,64,43,5,
11097,142,297,1138,470,169,6,
11098,174,402,1397,470,256,2,
11099,137,405,1097,446,241,4,
11100,98,164,790,446,129,0,
11101,60,88,481,196,79,0,
11102,46,74,368,115,52,1,
11103,45,72,361,106,67,3,
11104,33,33,266,53,44,2,
11105,28,34,225,50,41,3,
11106,25,19,200,48,32,7,
11107,27,27,218,48,40,3,
11108,27,26,221,97,34,7,
11109,36,67,291,97,56,3,
11110,29,28,237,64,35,6,
11111,38,88,306,116,62,3,
11112,24,25,195,49,32,0,
11113,26,34,210,73,32,6,
11114,149,349,1198,476,194,7,
11115,177,396,1418,476,268,3,
11116,41,38,332,131,54,0,
11117,29,28,232,53,38,0,
11118,26,32,213,45,37,5,
11119,63,255,510,460,43,6,
11120,107,418,859,460,171,2,
11121,65,114,520,158,94,2,
11122,50,48,404,87,71,3,
11123,27,25,217,55,36,7,
11124,33,39,264,120,43,7,
11125,36,94,292,120,56,3,
11126,25,21,205,39,35,1,
11127,26,22,212,48,35,7,
11128,27,33,218,48,38,3,
11129,27,24,219,49,38,4,
11130,25,21,206,49,34,0,
11131,28,31,227,48,39,6,
11132,45,54,367,144,53,7,
11133,86,157,691,217,139,4,
11134,107,197,859,419,91,7,
11135,24,20,198,40,34,0,
11136,24,26,197,41,34,5,
11137,24,21,196,41,33,1,
11138,24,21,196,41,33,6,
11139,24,26,198,41,34,2,
11140,25,23,200,45,35,7,
11141,24,25,197,45,34,3,
11142,25,25,202,43,36,4,
11143,36,87,294,338,33,7,
11144,146,398,1169,474,258,4,
11145,94,121,752,474,109,0,
11146,43,41,347,132,56,0,
11147,57,99,457,144,81,4,
11148,59,81,477,197,59,7,
11149,125,168,1006,238,205,4,
11150,67,151,543,238,77,0,
11151,30,28,245,48,44,3,
11152,26,22,215,48,35,0,
11153,24,22,198,41,32,6,
11154,24,25,196,41,33,2,
11155,26,25,209,49,35,7,
11156,32,30,260,80,43,7,
11157,54,122,435,163,91,4,
11158,41,44,334,163,46,0,
11159,27,32,221,47,39,4,
11160,35,46,284,186,38,7,
11161,53,148,428,186,87,3,
11162,29,28,232,62,36,0,
11163,26,32,210,50,35,2,
11164,31,43,255,93,38,6,
11165,37,72,296,93,55,2,
11166,32,34,263,56,50,4,
11167,27,23,218,56,35,0,
11168,30,31,240,122,35,7,
11169,48,86,388,122,78,3,
11170,35,44,283,74,42,0,
11171,177,343,1417,433,298,4,
11172,106,194,854,467,110,7,
11173,97,418,780,467,160,3,
11174,35,35,282,74,46,0,
11175,39,57,316,91,60,4,
11176,32,29,258,91,42,0,
11177,25,20,206,41,36,3,
11178,25,25,203,46,34,4,
11179,26,29,208,46,37,0,
11180,25,29,204,45,35,3,
11181,24,21,199,42,33,1,
11182,25,29,202,44,35,4,
11183,24,28,199,43,34,2,
11184,25,26,200,44,35,7,
11185,24,29,199,44,34,3,
11186,24,22,195,43,32,1,
11187,24,26,198,43,33,4,
11188,25,28,202,43,35,0,
11189,25,30,202,45,35,5,
11190,24,24,199,45,33,1,
11191,25,25,200,44,33,6,
11192,25,29,203,44,36,2,
11193,25,30,203,45,35,5,
11194,24,25,198,45,33,1,
11195,24,23,194,44,32,1,
11196,24,26,195,44,33,4,
11197,25,27,200,44,35,0,
11198,24,28,199,43,34,5,
11199,24,22,195,43,32,1,
11200,25,27,204,49,33,7,
11201,93,370,747,414,160,5,
11202,83,210,671,414,78,1,
11203,75,153,604,300,76,6,
11204,172,423,1378,493,266,5,
11205,184,249,1477,493,224,1,
11206,147,181,1183,266,225,2,
11207,38,77,304,107,56,3,
11208,119,405,955,581,127,6,
11209,148,499,1189,581,221,2,
11210,99,142,796,238,134,6,
11211,99,163,797,238,143,2,
11212,36,44,295,100,46,0,
11213,46,42,370,79,68,3,
11214,32,45,257,75,40,0,
11215,28,35,226,57,40,3,
11216,57,167,463,325,42,6,
11217,128,278,1025,325,213,2,
11218,112,274,896,309,179,4,
11219,39,59,314,89,59,3,
11220,33,41,267,140,40,7,
11221,63,109,505,140,97,3,
11222,46,53,371,131,61,0,
11223,29,25,233,67,39,7,
11224,32,40,256,67,45,3,
11225,30,40,240,64,41,3,
11226,42,101,336,122,67,5,
11227,44,74,359,253,40,7,
11228,111,346,894,390,191,4,
11229,70,111,560,390,84,0,
11230,58,76,467,117,83,4,
11231,69,223,557,401,63,1,
11232,39,49,317,76,59,4,
11233,47,74,378,104,67,5,
11234,45,53,363,104,58,1,
11235,34,38,279,72,44,1,
11236,29,31,234,49,39,6,
11237,29,34,236,49,42,2,
11238,26,26,215,48,36,3,
11239,25,21,204,41,34,3,
11240,43,73,344,119,56,7,
11241,85,199,685,259,134,4,
11242,68,81,547,259,87,0,
11243,56,88,448,312,71,7,
11244,103,245,827,312,166,3,
11245,109,388,876,436,175,4,
11246,44,112,358,436,40,0,
11247,27,29,220,46,38,7,
11248,26,26,210,46,36,3,
11249,26,26,215,51,34,7,
11250,39,57,315,91,60,4,
11251,32,29,258,91,41,0,
11252,49,81,397,109,70,4,
11253,60,81,481,109,86,0,
11254,42,43,341,95,53,1,
11255,132,201,1059,338,155,1,
11256,121,154,971,234,179,2,
11257,65,89,525,184,82,0,
11258,53,99,425,137,75,2,
11259,40,48,325,163,51,7,
11260,105,223,844,442,120,7,
11261,179,388,1438,442,298,3,
11262,57,107,460,399,67,0,
11263,38,31,309,74,52,7,
11264,48,52,389,96,71,4,
11265,41,33,333,96,55,0,
11266,42,74,337,100,62,5,
11267,165,399,1323,477,248,4,
11268,129,355,1032,477,162,0,
11269,30,27,241,49,39,1,
11270,59,195,479,225,98,5,
11271,58,110,467,225,62,1,
11272,43,44,344,96,53,7,
11273,58,75,469,127,91,4,
11274,46,38,372,127,60,0,
11275,37,33,297,59,52,0,
11276,52,126,421,160,80,5,
11277,42,82,343,160,45,1,
11278,36,35,289,68,51,7,
11279,121,470,975,520,218,4,
11280,68,151,549,520,51,0,
11281,46,108,374,215,49,6,
11282,59,180,477,215,93,2,
11283,33,32,267,68,46,0,
11284,28,24,227,47,38,0,
11285,27,28,220,46,39,4,
11286,27,31,216,47,38,5,
11287,28,29,227,64,33,6,
11288,100,294,803,336,163,4,
11289,117,168,940,377,113,7,
11290,107,339,863,377,186,3,
11291,29,46,232,65,43,2,
11292,25,28,202,45,35,5,
11293,83,391,667,421,128,5,
11294,73,250,586,421,70,1,
11295,26,33,212,51,35,2,
11296,26,35,214,47,38,5,
11297,33,44,266,65,44,5,
11298,39,35,316,65,55,1,
11299,40,84,321,324,40,7,
11300,85,296,687,324,147,3,
11301,55,67,444,191,70,0,
11302,46,66,370,96,66,2,
11303,25,24,202,44,33,1,
11304,24,21,196,39,33,3,
11305,24,20,196,38,34,6,
11306,25,23,202,44,33,7,
11307,39,59,312,79,60,5,
11308,33,34,271,79,42,1,
11309,25,26,205,41,34,1,
11310,25,24,203,40,34,1,
11311,25,21,207,40,34,7,
11312,38,71,310,119,53,7,
11313,87,247,703,294,129,5,
11314,136,359,1089,397,163,5,
11315,37,74,296,96,53,2,
11316,24,23,196,46,31,1,
11317,24,26,198,41,34,4,
11318,51,151,411,287,47,6,
11319,80,248,645,287,132,2,
11320,63,87,504,134,81,4,
11321,58,71,470,134,88,0,
11322,32,32,263,78,37,1,
11323,34,31,274,50,49,2,
11324,38,50,309,189,40,7,
11325,124,190,994,284,194,5,
11326,103,184,828,284,126,1,
11327,25,21,203,43,34,1,
11328,25,25,203,44,34,4,
11329,25,25,203,44,34,0,
11330,26,27,211,44,37,0,
11331,79,395,632,425,134,5,
11332,62,233,499,425,49,1,
11333,27,26,218,55,35,6,
11334,30,37,244,70,40,7,
11335,37,47,300,70,59,3,
11336,45,89,360,120,61,5,
11337,48,61,388,120,60,1,
11338,36,48,288,70,50,2,
11339,98,190,786,231,135,2,
11340,147,282,1177,425,174,6,
11341,175,303,1405,425,278,2,
11342,44,71,359,232,37,0,
11343,52,100,417,129,79,2,
11344,43,56,349,92,65,3,
11345,56,122,451,142,87,5,
11346,54,61,437,142,65,1,
11347,36,33,295,72,50,1,
11348,27,21,216,51,34,0,
11349,26,31,210,46,37,5,
11350,26,26,210,46,35,1,
11351,44,100,353,132,63,4,
11352,60,124,483,169,83,4,
11353,47,70,383,169,67,0,
11354,31,32,250,58,40,0,
11355,37,51,300,107,45,6,
11356,38,83,309,107,55,2,
11357,33,36,268,54,50,2,
11358,27,23,219,50,35,0,
11359,26,24,208,44,34,6,
11360,26,28,210,44,36,2,
11361,25,25,205,43,35,3,
11362,29,34,236,129,35,7,
11363,103,392,824,432,176,4,
11364,122,160,976,432,126,0,
11365,162,281,1303,523,197,6,
11366,132,451,1057,523,210,2,
11367,44,43,358,123,56,0,
11368,31,28,255,53,44,3,
11369,29,30,238,54,40,7,
11370,35,29,287,55,49,6,
11371,38,33,307,55,54,2,
11372,93,449,747,484,163,5,
11373,103,295,829,484,103,1,
11374,84,138,674,271,101,1,
11375,41,38,334,114,47,0,
11376,38,55,310,76,56,2,
11377,34,33,272,59,48,4,
11378,26,25,214,59,35,0,
11379,37,46,301,84,50,6,
11380,42,56,336,84,58,2,
11381,44,59,357,93,60,5,
11382,47,54,381,93,63,1,
