,avg_energy,avg_fourier,max_fourier,max_energy,avg_main_data,4,Label
2955,24,27,196,43,34,2,
2956,24,24,195,41,34,7,
2957,24,27,198,43,34,5,
2958,24,24,196,43,33,1,
2959,24,19,193,38,32,1,
2960,24,23,195,43,33,6,
2961,24,28,198,43,34,2,
2962,24,27,197,42,34,0,
2963,24,23,199,39,34,0,
2964,23,21,191,39,32,6,
2965,24,25,193,42,33,6,
2966,24,27,194,42,33,2,
2967,24,24,195,41,34,0,
2968,24,22,195,39,34,7,
2969,24,25,196,43,34,7,
2970,38,103,309,396,34,7,
2971,80,358,646,396,139,3,
2972,78,125,629,270,89,7,
2973,132,163,1062,270,214,3,
2974,70,65,562,241,86,0,
2975,52,39,423,92,71,0,
2976,112,406,896,413,199,3,
2977,29,47,238,67,44,5,
2978,27,32,216,67,33,1,
2979,34,54,274,82,49,4,
2980,36,33,290,86,46,7,
2981,46,78,375,115,75,4,
2982,32,36,261,115,40,0,
2983,25,24,206,48,35,0,
2984,24,29,195,45,33,5,
2985,28,36,226,58,37,7,
2986,38,41,311,73,57,4,
2987,30,30,243,73,39,0,
2988,97,309,783,343,160,4,
2989,153,395,1224,435,236,5,
2990,68,236,550,435,38,1,
2991,30,43,247,59,43,2,
2992,48,94,386,356,42,7,
2993,100,293,803,356,172,3,
2994,103,141,829,225,133,6,
2995,122,174,982,233,192,4,
2996,41,60,334,233,44,0,
2997,28,26,225,51,38,7,
2998,58,152,464,300,43,6,
2999,121,277,968,300,216,2,
3000,58,156,465,193,81,4,
3001,41,53,335,193,52,0,
3002,37,43,301,69,53,3,
3003,42,40,340,66,58,3,
3004,43,42,348,68,60,5,
3005,43,36,345,68,58,1,
3006,46,51,370,105,60,6,
3007,43,80,344,105,56,2,
3008,67,121,538,459,78,7,
3009,157,426,1263,459,262,3,
3010,123,263,987,439,132,7,
3011,118,383,948,439,203,3,
3012,48,82,384,249,57,0,
3013,68,175,544,218,91,5,
3014,168,364,1345,500,220,6,
3015,122,467,980,500,153,2,
3016,28,30,228,47,39,0,
3017,31,50,248,70,45,5,
3018,64,260,518,291,105,5,
3019,48,155,390,291,43,1,
3020,25,25,204,47,32,7,
3021,29,33,235,71,37,6,
3022,36,50,290,71,55,2,
3023,32,29,259,57,41,6,
3024,164,410,1318,459,222,6,
3025,138,366,1108,459,176,2,
3026,45,105,365,331,33,7,
3027,132,261,1058,331,247,3,
3028,69,116,558,285,61,0,
3029,80,96,643,157,125,4,
3030,45,56,367,157,54,0,
3031,33,42,270,153,40,7,
3032,52,117,417,153,79,3,
3033,130,345,1040,421,197,4,
3034,103,166,829,421,133,0,
3035,32,31,260,77,39,7,
3036,38,42,306,72,52,6,
3037,138,330,1104,496,180,6,
3038,224,468,1795,496,352,2,
3039,139,208,1119,421,139,1,
3040,143,187,1151,253,228,4,
3041,75,120,602,253,54,0,
3042,93,183,750,258,151,7,
3043,104,342,832,370,179,4,
3044,40,96,321,370,36,0,
3045,38,50,304,114,44,6,
3046,53,86,424,114,82,2,
3047,44,46,354,87,55,6,
3048,80,337,644,373,126,2,
3049,149,449,1198,737,140,6,
3050,282,562,2259,737,446,2,
3051,160,164,1284,379,220,0,
3052,93,155,744,240,125,1,
3053,28,25,224,83,35,0,
3054,26,35,209,46,37,5,
3055,62,157,496,234,73,6,
3056,87,186,701,234,127,2,
3057,115,173,923,254,152,7,
3058,110,198,887,254,158,3,
3059,42,55,337,94,58,0,
3060,111,376,892,432,186,3,
3061,89,157,715,191,141,5,
3062,62,93,503,191,73,1,
3063,38,44,307,75,52,0,
3064,34,35,273,66,45,7,
3065,65,193,524,345,66,6,
3066,72,316,579,345,115,2,
3067,26,28,213,48,34,1,
3068,26,31,212,48,36,0,
3069,25,35,203,45,36,5,
3070,75,240,605,273,93,5,
3071,144,330,1155,591,143,6,
3072,27,32,220,72,35,0,
3073,23,22,190,45,30,6,
3074,24,35,196,45,36,2,
3075,24,23,197,44,31,6,
3076,24,35,199,44,36,2,
3077,24,27,192,44,32,1,
3078,23,24,191,44,31,0,
3079,24,33,193,43,35,2,
3080,24,29,193,40,34,1,
3081,24,22,192,45,31,7,
3082,23,28,191,45,32,3,
3083,24,37,193,45,35,2,
3084,23,28,191,45,32,1,
3085,24,19,192,44,31,0,
3086,24,27,193,44,33,6,
3087,24,37,192,45,35,5,
3088,24,28,193,45,32,1,
3089,33,61,267,85,47,5,
3090,44,58,357,90,62,4,
3091,34,28,276,90,45,0,
3092,128,531,1026,579,183,5,
3093,132,407,1063,579,153,1,
3094,45,53,364,88,62,0,
3095,39,46,319,80,51,6,
3096,40,81,325,307,36,0,
3097,31,73,255,94,47,2,
3098,57,164,458,190,92,5,
3099,46,89,371,190,47,1,
3100,23,25,188,45,32,0,
3101,40,87,326,241,32,7,
3102,66,224,533,241,119,3,
3103,28,40,226,59,38,5,
3104,27,27,222,59,35,1,
3105,37,59,303,99,49,6,
3106,42,70,337,99,58,2,
3107,34,47,273,58,50,4,
3108,38,99,311,125,58,4,
3109,27,33,217,125,31,0,
3110,59,136,478,402,75,7,
3111,168,379,1349,402,284,3,
3112,73,189,589,379,58,1,
3113,47,181,383,330,34,6,
3114,64,305,517,330,113,2,
3115,25,23,204,45,35,7,
3116,36,47,292,78,49,6,
3117,53,90,426,119,75,5,
3118,44,57,356,119,55,1,
3119,43,46,351,82,60,4,
3120,33,37,266,132,38,0,
3121,24,28,198,45,35,3,
3122,23,28,190,42,33,4,
3123,24,22,195,42,31,0,
3124,24,31,193,41,34,2,
3125,24,21,197,40,32,4,
3126,26,30,212,50,35,7,
3127,28,32,226,50,40,3,
3128,25,33,202,46,37,2,
3129,23,20,188,39,31,4,
3130,44,122,358,151,72,4,
3131,39,42,316,151,44,0,
3132,74,108,595,213,82,1,
3133,58,122,466,157,86,2,
3134,98,147,787,267,121,6,
3135,174,166,1395,267,250,2,
3136,115,176,920,246,165,2,
3137,47,64,381,243,54,7,
3138,67,208,538,243,111,3,
3139,32,45,260,125,42,0,
3140,109,391,879,424,137,5,
3141,130,345,1046,424,180,1,
3142,57,75,461,125,72,1,
3143,59,56,472,95,80,2,
3144,135,196,1081,353,150,7,
3145,124,353,992,430,185,7,
3146,113,396,906,430,210,3,
3147,40,71,322,276,36,0,
3148,50,138,404,171,78,4,
3149,65,69,526,217,72,7,
3150,108,184,868,217,189,3,
3151,46,100,370,210,36,0,
3152,26,35,215,46,38,5,
3153,29,26,235,60,36,7,
3154,37,38,296,60,55,3,
3155,37,35,301,126,47,7,
3156,65,100,523,270,59,7,
3157,98,209,790,270,167,3,
3158,92,317,737,371,152,4,
3159,53,94,430,371,58,0,
3160,32,35,262,88,40,7,
3161,46,52,375,88,68,3,
3162,94,293,759,324,165,4,
3163,115,342,924,387,167,4,
3164,58,121,468,387,37,0,
3165,55,157,441,193,88,3,
3166,40,43,320,68,57,4,
3167,43,45,347,82,61,7,
3168,54,169,433,180,92,5,
3169,47,88,378,180,39,1,
3170,66,68,532,129,99,4,
3171,67,65,540,129,94,0,
3172,40,52,326,91,52,1,
3173,29,32,238,70,37,6,
3174,31,52,252,70,47,2,
3175,24,21,199,42,33,1,
3176,102,325,819,387,145,5,
3177,121,215,968,387,161,1,
3178,44,58,358,162,57,0,
3179,56,55,453,92,78,5,
3180,42,91,339,193,54,0,
3181,28,31,224,113,34,0,
3182,32,41,262,98,37,6,
3183,164,342,1314,433,234,6,
3184,153,320,1228,433,207,2,
3185,34,49,276,84,43,0,
3186,26,31,214,49,36,3,
3187,26,30,208,43,35,2,
3188,31,35,254,105,35,7,
3189,46,73,375,105,70,3,
3190,46,45,372,90,62,7,
3191,57,63,457,92,83,5,
3192,26,38,209,53,37,2,
3193,24,29,192,46,31,6,
3194,24,35,198,71,34,7,
3195,108,515,864,559,197,4,
3196,63,146,506,559,51,0,
3197,43,37,346,75,60,6,
3198,35,56,283,75,50,2,
3199,35,44,281,142,34,7,
3200,69,91,554,142,108,3,
3201,141,379,1134,471,208,5,
3202,191,354,1530,471,279,1,
3203,90,206,724,417,80,1,
3204,49,88,392,274,41,7,
3205,164,312,1317,380,254,5,
3206,157,302,1258,380,202,1,
3207,58,137,465,214,70,0,
3208,26,32,208,44,37,0,
3209,28,30,226,62,35,6,
3210,36,40,288,63,52,7,
3211,40,39,327,78,54,6,
3212,52,56,423,105,72,7,
3213,60,50,483,105,89,3,
3214,52,47,422,97,70,0,
3215,54,50,435,88,77,0,
3216,125,317,1000,458,152,6,
3217,94,424,753,458,169,2,
3218,84,183,676,260,116,6,
3219,78,221,628,260,101,2,
3220,25,22,207,49,32,0,
3221,25,34,200,46,37,5,
3222,33,41,267,73,42,6,
3223,42,54,336,73,63,2,
3224,35,47,286,75,42,6,
3225,42,56,343,75,59,2,
3226,49,45,392,98,62,6,
3227,58,63,467,98,85,2,
3228,44,61,354,168,58,0,
3229,23,28,191,60,28,1,
3230,29,39,232,102,37,7,
3231,136,241,1094,426,183,7,
3232,146,375,1172,426,209,3,
3233,53,72,425,90,81,2,
3234,42,42,338,87,54,0,
3235,30,39,241,53,41,1,
3236,26,23,213,46,35,1,
3237,29,29,239,87,38,7,
3238,51,61,410,101,79,4,
3239,53,43,425,101,71,0,
3240,74,200,596,228,109,2,
3241,98,140,791,267,136,6,
3242,160,222,1285,280,232,5,
3243,192,237,1543,335,289,5,
3244,86,187,689,335,91,1,
3245,38,79,306,108,51,4,
3246,46,52,374,108,66,0,
3247,41,50,335,85,61,3,
3248,67,285,540,314,110,5,
3249,56,165,454,314,49,1,
3250,52,65,423,101,74,7,
3251,64,53,519,101,93,3,
3252,145,360,1167,425,130,6,
3253,178,341,1426,425,274,2,
3254,48,71,387,226,55,0,
3255,41,65,329,98,63,3,
3256,26,32,210,56,37,0,
3257,26,24,209,45,34,1,
3258,24,28,199,42,35,7,
3259,24,29,194,43,33,5,
3260,23,22,189,43,30,1,
3261,25,33,203,49,36,7,
3262,45,62,365,132,55,6,
3263,73,91,586,132,109,2,
3264,22,25,179,43,30,4,
3265,23,29,187,43,33,0,
3266,27,28,219,48,36,7,
3267,39,89,314,118,57,4,
3268,33,39,265,118,45,0,
3269,25,23,207,48,33,1,
3270,23,27,188,42,33,7,
3271,24,24,194,48,30,6,
3272,27,33,217,48,40,2,
3273,48,111,391,146,74,4,
3274,55,48,447,146,71,0,
3275,53,59,427,88,75,0,
3276,35,40,282,89,45,1,
3277,32,45,258,169,39,7,
3278,63,163,509,171,104,4,
3279,38,60,308,171,47,0,
3280,37,70,298,83,58,5,
3281,33,39,270,83,40,1,
3282,71,188,570,375,53,6,
3283,134,328,1072,375,240,2,
3284,125,443,1007,493,156,5,
3285,149,314,1195,493,173,1,
3286,142,257,1136,461,217,7,
3287,147,376,1178,461,239,3,
3288,25,28,207,45,36,5,
3289,31,32,251,82,35,7,
3290,48,57,389,82,72,3,
3291,38,48,308,73,49,2,
3292,34,50,273,88,44,6,
3293,31,68,254,88,48,2,
3294,26,30,211,47,37,5,
3295,25,23,203,47,33,1,
3296,47,113,376,227,44,6,
3297,98,183,788,227,150,2,
3298,142,165,1141,279,194,6,
3299,140,177,1123,279,207,2,
3300,60,98,486,322,65,0,
3301,41,62,331,102,55,1,
3302,33,34,264,63,43,6,
3303,41,52,328,80,52,6,
3304,47,55,382,80,69,2,
3305,45,44,362,70,64,3,
3306,32,35,260,70,42,1,
3307,25,21,201,42,34,3,
3308,25,22,202,44,34,6,
3309,115,505,925,539,164,5,
3310,133,381,1070,539,162,1,
3311,61,51,491,154,82,0,
3312,104,321,838,339,174,4,
3313,39,89,315,339,38,0,
3314,59,139,479,181,89,5,
3315,62,88,498,181,82,1,
3316,42,50,340,119,41,6,
3317,77,96,616,265,101,7,
3318,152,162,1218,271,233,4,
3319,105,174,846,271,143,0,
3320,33,36,265,70,38,1,
3321,44,73,356,135,57,6,
3322,48,104,391,135,68,2,
3323,48,49,385,81,70,5,
3324,94,151,755,277,115,6,
3325,94,227,759,319,126,7,
3326,152,378,1219,421,267,5,
3327,76,212,612,421,58,1,
3328,29,24,239,54,39,6,
3329,31,34,252,54,43,2,
3330,35,39,280,75,44,6,
3331,41,52,328,75,63,2,
3332,31,30,249,59,40,7,
3333,32,32,262,59,46,3,
3334,28,28,229,54,39,0,
3335,28,28,229,50,39,0,
3336,26,25,213,43,37,7,
3337,26,29,212,46,37,5,
3338,38,73,309,123,46,6,
3339,43,98,346,123,63,2,
3340,56,155,448,302,40,6,
3341,122,279,982,541,180,7,
3342,119,477,959,541,202,3,
3343,35,37,285,127,43,0,
3344,34,33,274,85,44,7,
3345,68,174,545,213,99,5,
3346,76,113,611,213,98,1,
3347,55,54,444,100,77,0,
3348,27,24,219,42,37,0,
3349,48,109,384,138,64,5,
3350,57,104,462,138,81,1,
3351,32,31,263,96,41,0,
3352,29,27,233,46,39,1,
3353,27,28,223,45,37,2,
3354,27,27,221,46,38,6,
3355,27,28,218,46,38,2,
3356,33,38,266,66,44,4,
3357,68,165,551,209,106,5,
3358,70,98,567,209,85,1,
3359,65,55,520,117,85,6,
3360,47,64,382,95,75,3,
3361,36,38,291,88,45,1,
3362,41,96,331,127,62,4,
3363,36,41,291,127,48,0,
3364,41,59,332,142,39,7,
3365,63,126,508,142,102,3,
3366,105,152,845,261,137,6,
3367,122,177,982,261,177,2,
3368,91,200,729,242,150,4,
3369,80,115,645,267,58,7,
3370,140,225,1124,447,216,7,
3371,134,376,1077,447,214,3,
3372,31,34,255,63,42,1,
3373,28,26,228,49,39,3,
3374,31,35,253,57,45,5,
3375,30,32,244,57,40,1,
3376,27,28,216,52,37,0,
3377,36,65,291,87,54,4,
3378,34,43,272,87,44,0,
3379,27,27,220,50,36,1,
3380,27,24,219,46,36,6,
3381,35,45,282,145,39,7,
3382,63,99,510,145,103,3,
3383,54,48,437,99,73,0,
3384,39,51,319,89,53,0,
3385,32,35,260,103,39,7,
3386,37,73,301,103,55,3,
3387,31,30,253,56,44,3,
3388,28,28,225,49,38,4,
3389,30,24,240,49,42,0,
3390,28,27,229,44,40,2,
3391,27,23,216,45,36,4,
3392,26,26,214,45,37,0,
3393,107,390,859,424,179,4,
3394,94,151,757,424,107,0,
3395,46,42,369,86,66,0,
3396,36,36,295,90,49,7,
3397,47,47,382,90,71,3,
3398,44,76,357,300,43,7,
3399,94,252,755,300,166,3,
3400,107,346,857,386,173,4,
3401,57,116,461,386,44,0,
3402,32,33,257,55,42,2,
3403,62,95,499,293,73,7,
3404,112,236,902,293,148,3,
3405,90,254,722,279,147,2,
3406,57,120,456,163,84,3,
3407,52,50,416,92,72,3,
3408,53,102,431,194,58,1,
3409,198,451,1591,599,273,5,
3410,236,428,1895,599,334,1,
3411,131,243,1051,464,136,7,
3412,159,362,1275,464,257,3,
3413,50,78,405,256,61,0,
3414,44,50,353,84,64,3,
3415,67,236,536,272,106,5,
3416,131,479,1049,540,191,5,
3417,148,332,1189,540,121,1,
3418,176,428,1412,502,233,2,
3419,181,448,1452,502,302,2,
3420,76,197,615,251,124,4,
3421,80,144,647,289,81,6,
3422,117,249,937,475,157,7,
3423,101,434,815,475,175,3,
3424,26,21,209,42,35,0,
3425,29,30,239,77,36,7,
3426,38,50,311,77,60,3,
3427,26,31,213,50,33,0,
3428,39,113,313,135,60,5,
3429,68,111,549,147,90,4,
3430,67,84,542,147,91,0,
3431,54,52,438,92,78,4,
3432,36,42,288,98,49,0,
3433,26,28,211,48,37,0,
3434,26,23,208,46,35,0,
3435,25,22,206,44,36,4,
3436,24,24,194,44,33,0,
3437,23,23,190,44,33,0,
3438,24,27,194,41,34,5,
3439,24,23,198,43,33,7,
3440,24,27,199,43,33,3,
3441,45,99,364,132,64,5,
3442,63,72,505,132,85,1,
3443,56,54,451,94,75,1,
3444,87,100,698,222,97,1,
3445,71,161,570,202,107,3,
3446,71,93,568,237,81,7,
3447,155,145,1244,254,229,4,
3448,128,159,1029,254,196,0,
3449,40,55,324,208,42,0,
3450,107,379,857,441,157,5,
3451,112,239,901,441,142,1,
3452,27,28,223,105,32,0,
3453,123,335,987,459,160,7,
3454,165,352,1322,459,247,3,
3455,51,69,415,181,63,0,
3456,36,50,295,200,37,0,
3457,27,29,219,47,38,2,
3458,25,27,207,47,36,7,
3459,25,28,205,47,35,3,
3460,24,20,199,41,33,1,
3461,24,25,199,43,33,4,
3462,31,42,248,89,38,6,
3463,40,68,325,102,53,6,
3464,50,104,405,345,58,7,
3465,82,303,657,345,124,3,
3466,67,106,536,140,105,3,
3467,53,47,426,81,71,2,
3468,56,103,452,123,82,3,
3469,42,49,336,84,60,1,
3470,27,21,220,62,35,0,
3471,24,24,196,45,34,4,
3472,24,27,198,46,34,4,
3473,32,74,260,94,48,5,
3474,32,45,258,94,40,1,
3475,24,26,196,48,34,0,
3476,102,414,822,436,130,5,
3477,131,334,1049,436,178,1,
3478,55,62,443,131,69,1,
3479,83,205,666,408,65,6,
3480,31,39,253,137,37,0,
3481,27,25,220,43,38,1,
3482,26,30,215,48,37,5,
3483,29,33,234,53,41,4,
3484,26,25,211,53,34,0,
3485,34,37,276,138,43,7,
3486,49,104,395,138,75,3,
3487,42,55,342,90,64,4,
3488,29,30,236,90,36,0,
3489,32,45,261,105,34,6,
3490,58,81,469,105,89,2,
3491,65,72,525,124,97,4,
3492,87,157,702,326,75,1,
3493,119,159,958,225,197,4,
3494,92,156,737,347,66,7,
3495,151,337,1215,347,281,3,
3496,79,154,633,307,78,1,
3497,141,358,1133,445,166,7,
3498,194,333,1554,445,293,3,
3499,75,108,603,248,107,0,
3500,52,109,423,217,49,6,
3501,64,187,518,217,94,2,
3502,63,101,507,135,91,2,
3503,68,67,550,128,101,3,
3504,77,274,618,310,139,4,
3505,126,355,1013,425,157,5,
3506,177,264,1420,425,258,1,
3507,68,133,545,278,69,1,
3508,27,32,216,51,38,2,
3509,45,152,367,285,35,6,
3510,92,245,736,285,128,2,
3511,105,237,845,563,149,7,
3512,193,570,1551,563,361,3,
3513,85,176,687,555,58,0,
3514,57,114,456,149,78,2,
3515,53,42,430,85,77,4,
3516,39,43,313,70,56,3,
3517,40,88,322,114,60,5,
3518,39,55,318,114,47,1,
3519,33,38,264,65,47,4,
3520,26,25,214,65,35,0,
3521,39,121,312,147,61,4,
3522,44,94,353,147,60,0,
3523,90,213,726,422,70,6,
3524,145,376,1160,422,255,2,
3525,71,126,575,258,76,7,
3526,169,376,1353,501,292,4,
3527,84,141,674,501,77,0,
3528,76,86,610,169,108,6,
3529,96,111,770,169,137,2,
3530,118,132,950,221,164,5,
3531,85,155,680,221,112,1,
3532,30,34,247,53,40,6,
3533,30,33,247,53,42,2,
3534,29,33,235,50,41,5,
3535,29,28,234,50,39,1,
3536,80,313,643,356,122,4,
3537,81,120,652,356,110,0,
3538,58,46,468,142,76,7,
3539,72,85,580,142,107,3,
3540,29,31,239,51,39,3,
3541,29,32,232,50,41,2,
3542,25,20,205,57,33,7,
3543,38,81,308,111,61,4,
3544,29,30,234,111,36,0,
3545,27,27,216,45,38,5,
3546,26,27,211,45,35,1,
3547,29,27,232,67,34,6,
3548,43,50,346,98,59,6,
3549,61,103,489,133,90,5,
3550,72,67,583,137,95,7,
3551,70,77,562,137,100,3,
3552,70,162,566,212,121,4,
3553,44,63,357,212,51,0,
3554,29,26,239,65,37,0,
3555,27,23,216,45,36,6,
3556,27,29,216,47,36,6,
3557,36,45,289,99,48,7,
3558,46,57,370,99,69,3,
3559,30,31,242,64,37,0,
3560,31,38,253,79,38,6,
3561,127,247,1019,525,138,6,
3562,224,432,1794,525,384,2,
3563,73,122,589,476,73,0,
3564,43,78,347,109,65,4,
3565,45,42,367,109,62,0,
3566,49,46,398,90,70,3,
3567,53,63,425,107,80,4,
3568,37,36,296,107,45,0,
3569,63,227,511,258,93,5,
3570,67,143,543,258,86,1,
3571,57,88,460,197,53,7,
3572,79,170,633,197,130,3,
3573,144,483,1154,547,174,5,
3574,209,394,1673,547,310,1,
3575,65,63,520,209,80,0,
3576,94,265,758,325,131,2,
3577,31,28,248,56,40,0,
3578,28,28,228,46,39,1,
3579,26,20,209,44,34,1,
3580,26,27,209,45,35,4,
3581,26,29,211,45,37,0,
3582,26,27,210,47,36,7,
3583,26,29,208,47,35,3,
3584,35,42,283,82,46,6,
3585,42,56,336,119,54,7,
3586,54,80,438,119,81,3,
3587,57,52,456,96,79,0,
3588,175,361,1402,462,254,5,
3589,134,349,1079,462,149,1,
3590,123,307,991,600,115,6,
3591,154,564,1234,600,266,2,
3592,38,47,311,68,59,3,
3593,30,30,247,53,40,1,
3594,27,24,216,44,36,0,
3595,26,25,212,43,37,7,
3596,26,31,215,47,38,5,
3597,50,122,406,158,75,5,
3598,72,82,578,158,91,1,
3599,68,63,550,108,96,1,
3600,191,188,1535,311,280,3,
3601,136,200,1095,305,190,2,
3602,93,112,748,222,111,7,
3603,159,130,1272,269,221,6,
3604,210,290,1685,469,314,4,
3605,127,206,1019,469,167,0,
3606,78,106,629,266,74,7,
3607,121,188,969,266,208,3,
3608,65,79,527,216,69,0,
3609,62,98,499,139,92,2,
3610,51,62,412,106,64,6,
3611,63,69,510,120,80,7,
3612,130,314,1047,393,179,2,
3613,27,25,220,44,37,3,
3614,27,28,220,57,38,7,
3615,28,31,228,57,40,3,
3616,26,21,215,42,36,4,
3617,27,26,217,48,37,4,
3618,26,27,215,48,37,0,
3619,26,25,214,46,37,0,
3620,27,28,221,49,38,7,
3621,32,34,260,129,39,7,
3622,63,90,510,134,90,6,
3623,72,86,576,134,102,2,
3624,30,27,241,76,38,7,
3625,40,41,326,76,61,3,
3626,30,29,242,70,38,0,
3627,26,26,212,43,36,2,
3628,32,74,262,94,50,5,
3629,30,46,240,94,35,1,
3630,26,22,211,44,35,1,
3631,43,92,351,219,35,7,
3632,134,276,1078,317,249,4,
3633,83,149,668,317,81,0,
3634,69,71,556,147,91,1,
3635,62,48,499,109,86,0,
3636,27,30,219,47,38,2,
3637,27,26,217,45,38,0,
3638,27,29,216,46,37,5,
3639,26,27,213,46,36,1,
3640,26,20,209,42,35,1,
3641,37,52,300,118,42,6,
3642,61,86,491,118,94,2,
3643,44,46,353,84,60,0,
3644,28,23,228,50,37,0,
3645,48,85,385,120,71,4,
3646,50,52,403,120,63,0,
3647,51,44,415,88,73,4,
3648,79,190,635,382,68,6,
3649,196,560,1574,600,369,5,
3650,77,337,622,600,41,1,
3651,30,38,242,148,36,7,
3652,53,113,427,148,83,3,
3653,41,42,329,79,55,1,
3654,28,21,229,49,36,1,
3655,33,31,265,60,45,7,
3656,59,90,476,351,70,7,
3657,159,403,1273,498,279,4,
3658,85,127,682,498,83,0,
3659,56,60,454,103,74,7,
3660,43,47,345,177,52,0,
3661,51,78,410,108,75,4,
3662,47,58,380,108,63,0,
3663,32,44,263,174,36,7,
3664,52,138,419,174,85,3,
3665,32,29,261,73,40,1,
3666,37,52,297,73,54,4,
3667,40,40,320,90,49,7,
3668,55,54,446,96,80,7,
3669,66,53,530,117,86,7,
3670,85,150,683,217,134,4,
3671,62,61,503,217,78,0,
3672,83,308,669,353,139,3,
3673,66,136,528,185,103,4,
3674,35,46,283,185,39,0,
3675,32,52,262,208,37,7,
3676,109,195,876,253,171,5,
3677,82,152,659,253,104,1,
3678,26,19,212,41,35,1,
3679,29,29,234,74,36,7,
3680,48,50,389,89,74,4,
3681,50,61,407,95,64,7,
3682,63,59,504,114,88,7,
3683,68,60,549,119,99,4,
3684,93,241,746,298,127,5,
3685,109,204,877,478,122,7,
3686,95,435,760,478,168,3,
3687,41,60,335,93,55,0,
3688,47,45,382,89,62,1,
3689,37,45,303,75,53,2,
3690,27,26,221,51,37,0,
3691,27,26,221,52,38,7,
3692,127,506,1021,547,166,5,
3693,149,365,1196,547,191,1,
3694,53,72,425,107,69,2,
3695,48,58,389,85,75,2,
3696,51,128,410,492,39,0,
3697,27,28,223,49,38,0,
3698,31,40,254,142,39,7,
3699,40,114,326,142,64,3,
3700,32,29,263,92,39,7,
3701,42,61,342,92,65,3,
3702,30,31,244,54,40,1,
3703,32,42,261,56,46,4,
3704,79,325,634,362,126,5,
3705,81,188,652,362,85,1,
3706,50,45,404,105,68,0,
3707,40,33,322,77,52,7,
3708,51,183,412,211,82,2,
3709,30,32,247,115,36,7,
3710,55,79,445,115,88,3,
3711,39,50,314,110,49,0,
3712,28,29,224,50,39,3,
3713,28,24,227,58,37,7,
3714,42,104,342,201,42,6,
3715,57,170,461,201,91,2,
3716,99,165,795,256,130,7,
3717,178,182,1426,312,254,6,
3718,177,500,1416,555,261,5,
3719,117,286,936,555,122,1,
3720,60,161,481,202,89,4,
3721,70,80,567,234,89,7,
3722,103,217,831,250,181,4,
3723,48,95,389,250,42,0,
3724,28,22,226,45,37,1,
3725,38,76,307,105,58,4,
3726,31,32,255,105,38,0,
3727,28,29,227,48,38,2,
3728,48,74,391,111,71,4,
3729,67,86,536,141,96,4,
3730,58,53,466,141,77,0,
3731,53,47,428,86,73,1,
3732,33,51,270,76,45,5,
3733,34,37,274,76,45,1,
3734,35,54,286,77,55,4,
3735,30,28,244,77,37,0,
3736,27,24,222,45,37,7,
3737,35,32,282,81,43,6,
3738,44,56,357,81,66,2,
3739,31,31,255,54,42,0,
3740,27,21,221,42,38,6,
3741,28,25,229,42,39,2,
3742,28,26,230,42,39,2,
3743,47,90,379,124,67,5,
3744,175,647,1404,736,311,4,
3745,105,206,844,736,87,0,
3746,134,506,1075,559,206,5,
3747,100,343,800,559,102,1,
3748,28,20,227,48,37,0,
3749,44,114,353,146,70,4,
3750,34,38,278,146,40,0,
3751,34,36,273,85,46,7,
3752,66,153,532,308,61,6,
3753,136,289,1089,440,175,6,
3754,131,367,1054,440,213,2,
3755,67,69,543,115,97,2,
3756,76,91,615,333,96,0,
3757,38,35,307,90,46,0,
3758,50,122,407,155,72,5,
3759,65,103,525,155,91,1,
3760,61,134,491,257,54,6,
3761,64,225,516,257,105,2,
3762,45,38,362,71,63,5,
3763,64,172,518,216,103,4,
3764,51,62,415,216,56,0,
3765,57,58,460,132,75,7,
3766,54,93,438,132,83,3,
3767,40,31,327,93,51,7,
3768,38,92,304,115,57,2,
3769,68,228,546,262,112,4,
3770,50,67,400,262,54,0,
3771,27,25,218,53,37,0,
3772,30,36,245,58,41,5,
3773,33,35,265,58,42,1,
3774,137,350,1102,456,199,7,
3775,139,387,1118,456,191,3,
3776,29,22,234,59,38,0,
3777,44,81,354,118,64,4,
3778,41,48,328,118,55,0,
3779,48,75,385,108,62,5,
3780,54,167,437,195,79,2,
3781,69,142,552,194,114,4,
3782,86,216,689,425,66,6,
3783,127,357,1020,425,209,2,
3784,60,104,486,148,89,3,
3785,29,35,236,66,40,0,
3786,28,22,225,60,36,7,
3787,33,34,264,60,49,3,
3788,97,325,782,321,171,5,
3789,89,174,712,321,87,1,
3790,77,87,621,173,93,1,
3791,69,109,555,158,100,2,
3792,42,44,339,75,61,4,
3793,49,131,395,158,77,5,
3794,38,78,307,158,40,1,
3795,29,29,239,44,41,2,
3796,104,465,833,504,186,4,
3797,59,134,475,504,46,0,
3798,29,26,235,48,40,4,
3799,31,25,249,72,38,7,
3800,176,771,1413,834,323,4,
3801,123,241,991,834,113,0,
3802,77,94,616,181,104,1,
3803,56,54,449,126,70,1,
3804,123,337,988,337,195,2,
3805,128,299,1025,575,134,6,
3806,154,490,1235,575,248,2,
3807,49,39,395,87,66,7,
3808,95,129,762,201,131,6,
3809,88,163,708,201,116,2,
3810,42,120,342,149,68,3,
3811,30,32,245,60,40,7,
3812,133,469,1070,545,214,5,
3813,113,295,908,545,105,1,
3814,56,86,453,120,78,2,
3815,59,66,475,116,86,3,
3816,44,136,358,258,39,1,
3817,27,29,217,47,37,5,
3818,55,228,447,256,94,4,
3819,39,68,312,256,43,0,
3820,32,38,263,153,37,7,
