,0,1,2,3,4,5,6,7,8
13482,44,57,47,49,54,40,53,47,
13483,54,40,53,47,44,54,41,51,
13484,44,54,41,51,68,142,405,449,
13485,68,142,405,449,277,192,268,164,
13486,277,192,268,164,55,51,78,67,
13487,38,51,39,44,47,38,229,39,
13488,47,38,229,39,45,48,39,58,
13489,45,48,39,58,47,49,54,715,
13490,47,49,54,715,352,302,689,383,
13491,352,302,689,383,135,64,56,41,
13492,135,64,56,41,52,41,42,133,
13493,52,41,42,133,100,231,47,40,
13494,100,231,47,40,56,44,52,53,
13495,56,44,52,53,47,75,87,278,
13496,47,75,87,278,177,465,392,126,
13497,177,465,392,126,93,138,122,299,
13498,93,138,122,299,88,106,111,81,
13499,36,85,43,24,27,35,21,33,
13500,27,35,21,33,157,208,140,41,
13501,157,208,140,41,30,39,132,264,
13502,30,39,132,264,201,21,33,75,
13503,201,21,33,75,91,35,20,30,
13504,91,35,20,30,29,22,36,21,
13505,29,22,36,21,29,30,22,40,
13506,29,30,22,40,25,31,32,23,
13507,25,31,32,23,39,25,31,31,
13508,39,25,31,31,25,39,26,32,
13509,25,39,26,32,40,37,56,303,
13510,40,37,56,303,500,155,66,64,
13511,55,26,33,23,151,24,26,33,
13512,151,24,26,33,20,34,24,27,
13513,20,34,24,27,32,25,33,23,
13514,32,25,33,23,36,21,37,24,
13515,36,21,37,24,40,23,39,23,
13516,40,23,39,23,38,24,37,24,
13517,38,24,37,24,34,26,49,34,
13518,34,26,49,34,21,36,24,29,
13519,21,36,24,29,37,27,74,196,
13520,37,27,74,196,49,83,220,161,
13521,49,83,220,161,596,638,144,70,
13522,596,638,144,70,110,90,84,72,
13523,27,34,33,21,36,105,37,68,
13524,36,105,37,68,70,52,25,36,
13525,70,52,25,36,38,24,35,30,
13526,38,24,35,30,24,37,23,29,
13527,24,37,23,29,31,22,36,23,
13528,31,22,36,23,63,31,22,36,
13529,63,31,22,36,23,69,41,20,
13530,23,69,41,20,32,26,40,37,
13531,32,26,40,37,25,33,43,29,
13532,25,33,43,29,46,162,238,617,
13533,46,162,238,617,497,454,297,51,
13534,497,454,297,51,40,71,177,452,
13535,42,55,47,39,52,39,46,48,
13536,52,39,46,48,37,53,48,38,
13537,37,53,48,38,53,44,42,52,
13538,53,44,42,52,39,46,49,54,
13539,39,46,49,54,61,112,67,54,
13540,61,112,67,54,45,54,43,43,
13541,45,54,43,43,53,41,48,50,
13542,53,41,48,50,38,53,140,45,
13543,38,53,140,45,53,40,53,50,
13544,53,40,53,50,44,112,256,257,
13545,44,112,256,257,227,85,53,67,
13546,227,85,53,67,85,77,88,88,
13547,40,60,152,69,77,52,30,37,
13548,77,52,30,37,41,26,37,33,
13549,41,26,37,33,25,38,23,32,
13550,25,38,23,32,30,24,37,23,
13551,30,24,37,23,32,30,83,118,
13552,32,30,83,118,31,88,35,23,
13553,31,88,35,23,28,31,20,36,
13554,28,31,20,36,26,30,37,31,
13555,26,30,37,31,94,36,171,71,
13556,94,36,171,71,48,276,315,465,
13557,48,276,315,465,527,432,63,56,
13558,527,432,63,56,76,64,85,436,
13559,33,21,35,25,29,138,276,37,
13560,29,138,276,37,27,26,34,21,
13561,27,26,34,21,219,36,30,546,
13562,219,36,30,546,634,329,55,39,
13563,634,329,55,39,35,46,67,40,
13564,35,46,67,40,40,30,45,41,
13565,40,30,45,41,26,38,31,27,
13566,26,38,31,27,38,24,32,32,
13567,38,24,32,32,24,38,26,35,
13568,24,38,26,35,33,26,40,24,
13569,33,26,40,24,35,32,28,38,
13570,35,32,28,38,23,35,39,40,
13571,21,33,28,25,35,22,59,46,
13572,35,22,59,46,180,179,294,40,
13573,180,179,294,40,44,30,39,30,
13574,44,30,39,30,172,136,295,298,
13575,172,136,295,298,516,384,45,35,
13576,516,384,45,35,27,110,46,89,
13577,27,110,46,89,46,37,22,35,
13578,46,37,22,35,26,22,178,41,
13579,26,22,178,41,32,43,47,38,
13580,32,43,47,38,49,43,50,89,
13581,49,43,50,89,182,347,277,47,
13582,182,347,277,47,51,73,39,53,
13583,29,28,53,191,36,39,29,38,
13584,36,39,29,38,33,39,79,96,
13585,33,39,79,96,50,51,34,31,
13586,50,51,34,31,38,23,38,80,
13587,38,23,38,80,119,40,173,430,
13588,119,40,173,430,365,35,49,38,
13589,365,35,49,38,41,48,32,94,
13590,41,48,32,94,35,33,38,25,
13591,35,33,38,25,38,33,41,54,
13592,38,33,41,54,41,51,61,191,
13593,41,51,61,191,266,814,380,59,
13594,266,814,380,59,44,51,42,46,
13595,28,31,36,24,38,28,28,37,
13596,38,28,28,37,23,35,27,27,
13597,23,35,27,27,37,23,37,29,
13598,37,23,37,29,29,34,88,36,
13599,29,34,88,36,26,27,33,21,
13600,26,27,33,21,36,23,32,30,
13601,36,23,32,30,22,35,21,31,
13602,22,35,21,31,29,28,41,33,
13603,29,28,41,33,45,38,42,202,
13604,45,38,42,202,45,79,70,113,
13605,45,79,70,113,236,397,271,69,
13606,236,397,271,69,66,46,57,44,
13607,48,37,35,32,107,46,39,26,
13608,107,46,39,26,36,29,25,37,
13609,36,29,25,37,22,31,29,24,
13610,22,31,29,24,36,22,32,28,
13611,36,22,32,28,25,39,29,139,
13612,25,39,29,139,301,36,42,27,
13613,301,36,42,27,40,31,31,36,
13614,40,31,31,36,24,39,53,53,
13615,24,39,53,53,44,38,53,39,
13616,44,38,53,39,46,53,53,51,
13617,46,53,53,51,39,51,46,228,
13618,39,51,46,228,136,42,68,71,
13619,70,53,40,25,38,24,32,32,
13620,38,24,32,32,24,37,24,31,
13621,24,37,24,31,31,24,36,23,
13622,31,24,36,23,33,32,28,114,
13623,33,32,28,114,22,35,26,29,
13624,22,35,26,29,35,23,37,24,
13625,35,23,37,24,30,31,27,38,
13626,30,31,27,38,27,44,40,29,
13627,27,44,40,29,36,22,35,27,
13628,36,22,35,27,29,35,22,36,
13629,29,35,22,36,25,30,32,40,
13630,25,30,32,40,99,151,252,76,
13631,39,31,61,34,28,40,26,35,
13632,28,40,26,35,36,26,42,33,
13633,36,26,42,33,211,100,56,51,
13634,211,100,56,51,40,520,143,33,
13635,40,520,143,33,43,38,42,54,
13636,43,38,42,54,39,47,35,28,
13637,39,47,35,28,39,218,61,56,
13638,39,218,61,56,54,144,111,285,
13639,54,144,111,285,237,121,120,123,
13640,237,121,120,123,114,115,47,58,
13641,114,115,47,58,330,407,61,54,
13642,330,407,61,54,76,69,74,76,
13643,29,34,23,38,26,197,76,25,
13644,26,197,76,25,102,61,24,35,
13645,102,61,24,35,32,27,384,209,
13646,32,27,384,209,217,46,34,256,
13647,217,46,34,256,583,52,36,26,
13648,583,52,36,26,25,35,20,31,
13649,25,35,20,31,28,22,35,21,
13650,28,22,35,21,30,30,30,36,
13651,30,30,30,36,23,29,37,167,
13652,23,29,37,167,389,46,124,75,
13653,389,46,124,75,71,55,49,72,
13654,71,55,49,72,216,56,65,62,
13655,22,34,28,29,31,22,171,85,
13656,31,22,171,85,28,36,25,42,
13657,28,36,25,42,35,36,44,33,
13658,35,36,44,33,36,31,26,292,
13659,36,31,26,292,340,501,505,289,
13660,340,501,505,289,81,64,79,110,
13661,81,64,79,110,47,21,50,66,
13662,47,21,50,66,374,63,93,23,
13663,374,63,93,23,31,35,44,64,
13664,31,35,44,64,218,87,75,61,
13665,218,87,75,61,71,84,93,62,
13666,71,84,93,62,71,121,246,92,
13667,120,27,26,35,21,31,29,22,
13668,21,31,29,22,35,21,31,28,
13669,35,21,31,28,24,34,21,31,
13670,24,34,21,31,27,24,35,20,
13671,27,24,35,20,31,27,24,34,
13672,31,27,24,34,20,33,64,295,
13673,20,33,64,295,88,101,90,63,
13674,88,101,90,63,119,57,55,31,
13675,119,57,55,31,37,35,27,44,
13676,37,35,27,44,41,45,60,58,
13677,41,45,60,58,64,392,294,337,
13678,64,392,294,337,166,45,51,37,
13679,31,39,24,36,30,26,37,23,
13680,30,26,37,23,35,30,27,36,
13681,35,30,27,36,22,35,29,28,
13682,22,35,29,28,35,22,34,26,
13683,35,22,34,26,29,35,22,37,
13684,29,35,22,37,27,30,227,36,
13685,27,30,227,36,74,42,31,36,
13686,74,42,31,36,42,31,44,194,
13687,42,31,44,194,38,58,46,56,
13688,38,58,46,56,64,67,81,68,
13689,64,67,81,68,91,73,70,105,
13690,91,73,70,105,61,67,71,56,
13691,23,36,150,33,28,24,37,22,
13692,28,24,37,22,30,31,22,36,
13693,30,31,22,36,22,31,29,23,
13694,22,31,29,23,36,22,31,28,
13695,36,22,31,28,24,35,21,33,
13696,24,35,21,33,26,26,36,297,
13697,26,26,36,297,575,203,36,42,
13698,575,203,36,42,30,47,59,45,
13699,30,47,59,45,253,262,54,71,
13700,253,262,54,71,51,65,84,72,
13701,51,65,84,72,67,305,471,232,
13702,67,305,471,232,56,32,52,58,
13703,44,26,170,32,26,38,25,28,
13704,26,38,25,28,32,21,36,24,
13705,32,21,36,24,28,33,21,35,
13706,28,33,21,35,24,28,32,21,
13707,24,28,32,21,36,23,29,30,
13708,36,23,29,30,27,59,39,49,
13709,27,59,39,49,44,126,54,43,
13710,44,126,54,43,60,57,169,175,
13711,60,57,169,175,65,69,75,59,
13712,65,69,75,59,65,58,125,187,
13713,65,58,125,187,122,575,756,533,
13714,122,575,756,533,151,95,132,169,
13715,40,34,36,42,27,38,55,48,
13716,27,38,55,48,61,45,62,51,
13717,61,45,62,51,56,59,50,64,
13718,56,59,50,64,49,59,55,54,
13719,49,59,55,54,65,47,66,292,
13720,65,47,66,292,51,66,216,60,
13721,51,66,216,60,50,51,57,43,
13722,50,51,57,43,58,48,49,54,
13723,58,48,49,54,43,56,46,54,
13724,43,56,46,54,55,47,170,500,
13725,55,47,170,500,147,67,57,70,
13726,147,67,57,70,55,68,74,78,
13727,26,40,28,36,33,120,179,155,
13728,33,120,179,155,40,78,82,244,
13729,40,78,82,244,50,26,40,30,
13730,50,26,40,30,85,40,128,163,
13731,85,40,128,163,70,421,140,382,
13732,70,421,140,382,206,151,40,26,
13733,206,151,40,26,35,33,214,40,
13734,35,33,214,40,27,34,36,27,
13735,27,34,36,27,39,27,37,40,
13736,39,27,37,40,36,36,30,37,
13737,36,36,30,37,28,37,29,46,
13738,28,37,29,46,55,65,51,293,
13739,32,31,37,24,38,28,204,211,
13740,38,28,204,211,78,49,47,46,
13741,78,49,47,46,65,53,171,62,
13742,65,53,171,62,145,282,156,37,
13743,145,282,156,37,39,42,40,101,
13744,39,42,40,101,66,173,41,40,
13745,66,173,41,40,50,29,45,37,
13746,50,29,45,37,34,45,27,43,
13747,34,45,27,43,36,41,239,40,
13748,36,41,239,40,63,105,134,358,
13749,63,105,134,358,805,978,357,311,
13750,805,978,357,311,65,86,79,99,
13751,23,33,29,27,35,182,38,70,
13752,35,182,38,70,75,55,44,22,
13753,75,55,44,22,42,31,32,40,
13754,42,31,32,40,27,39,35,42,
13755,27,39,35,42,48,31,537,104,
13756,48,31,537,104,185,107,57,59,
13757,185,107,57,59,48,224,53,43,
13758,48,224,53,43,59,81,55,64,
13759,59,81,55,64,57,45,63,62,
13760,57,45,63,62,55,81,76,60,
13761,55,81,76,60,62,51,54,61,
13762,62,51,54,61,101,758,349,53,
13763,30,20,35,24,26,33,20,32,
13764,26,33,20,32,27,23,35,21,
13765,27,23,35,21,32,28,27,30,
13766,32,28,27,30,24,33,22,35,
13767,24,33,22,35,21,36,20,37,
13768,21,36,20,37,20,35,21,33,
13769,20,35,21,33,35,35,215,25,
13770,35,35,215,25,40,30,30,43,
13771,40,30,30,43,32,46,48,35,
13772,32,46,48,35,54,61,47,232,
13773,54,61,47,232,409,299,253,82,
13774,409,299,253,82,59,76,124,84,
13775,34,30,22,42,34,35,64,56,
13776,34,35,64,56,57,48,29,50,
13777,57,48,29,50,77,199,56,53,
13778,77,199,56,53,53,63,50,56,
13779,53,63,50,56,70,56,249,462,
13780,70,56,249,462,292,142,222,73,
13781,292,142,222,73,54,68,70,44,
13782,54,68,70,44,53,54,37,49,
13783,53,54,37,49,49,38,52,48,
13784,49,38,52,48,42,55,44,60,
13785,42,55,44,60,72,334,104,92,
13786,72,334,104,92,231,78,81,64,
13787,25,33,35,23,38,31,27,44,
13788,38,31,27,44,31,40,45,25,
13789,31,40,45,25,45,51,27,35,
13790,45,51,27,35,40,185,39,42,
13791,40,185,39,42,30,45,35,33,
13792,30,45,35,33,43,29,35,40,
13793,43,29,35,40,24,43,44,28,
13794,24,43,44,28,42,32,30,38,
13795,42,32,30,38,25,34,34,25,
13796,25,34,34,25,48,42,36,53,
13797,48,42,36,53,42,48,45,189,
13798,42,48,45,189,114,63,98,154,
13799,223,24,34,30,24,37,31,51,
13800,24,37,31,51,77,90,55,42,
13801,77,90,55,42,23,38,28,27,
13802,23,38,28,27,38,23,30,39,
13803,38,23,30,39,346,407,36,28,
13804,346,407,36,28,84,223,316,279,
13805,84,223,316,279,225,151,42,66,
13806,225,151,42,66,50,59,59,45,
13807,50,59,59,45,59,35,28,47,
13808,59,35,28,47,44,48,69,51,
13809,44,48,69,51,241,74,70,176,
13810,241,74,70,176,365,341,55,64,
13811,26,31,36,121,134,238,57,35,
13812,134,238,57,35,33,129,42,33,
13813,33,129,42,33,28,43,33,32,
13814,28,43,33,32,40,31,232,46,
13815,40,31,232,46,96,133,179,55,
13816,96,133,179,55,37,41,25,297,
13817,37,41,25,297,513,800,356,127,
13818,513,800,356,127,50,48,22,32,
13819,50,48,22,32,37,99,81,38,
13820,37,99,81,38,55,56,48,64,
13821,55,56,48,64,62,55,251,70,
13822,62,55,251,70,54,71,99,93,
13823,28,28,39,25,35,233,26,64,
13824,35,233,26,64,103,124,23,32,
13825,103,124,23,32,36,31,46,51,
13826,36,31,46,51,176,86,237,148,
13827,176,86,237,148,71,66,486,603,
13828,71,66,486,603,621,248,63,40,
13829,621,248,63,40,30,455,206,334,
13830,30,455,206,334,591,228,43,41,
13831,591,228,43,41,46,29,42,48,
13832,46,29,42,48,91,62,60,55,
13833,91,62,60,55,199,189,36,71,
13834,199,189,36,71,77,66,58,62,
13835,29,25,36,24,29,38,22,33,
13836,29,38,22,33,35,22,33,32,
13837,35,22,33,32,23,37,27,26,
13838,23,37,27,26,37,23,30,33,
13839,37,23,30,33,21,34,49,24,
13840,21,34,49,24,130,169,53,38,
13841,130,169,53,38,30,68,221,32,
13842,30,68,221,32,23,38,454,24,
13843,23,38,454,24,38,31,25,41,
13844,38,31,25,41,32,38,55,45,
13845,32,38,55,45,492,310,110,53,
13846,492,310,110,53,60,59,346,197,
13847,35,21,30,36,29,35,81,64,
13848,29,35,81,64,49,36,23,37,
13849,49,36,23,37,25,25,36,23,
13850,25,25,36,23,27,35,23,33,
13851,27,35,23,33,32,20,33,59,
13852,32,20,33,59,22,35,26,25,
13853,22,35,26,25,38,24,33,41,
13854,38,24,33,41,202,44,41,32,
13855,202,44,41,32,45,39,41,55,
13856,45,39,41,55,59,53,57,84,
13857,59,53,57,84,397,277,61,151,
13858,397,277,61,151,111,53,244,68,
13859,38,24,37,33,22,35,29,25,
13860,22,35,29,25,37,24,28,36,
13861,37,24,28,36,21,33,31,37,
13862,21,33,31,37,52,86,52,48,
13863,52,86,52,48,22,35,32,109,
13864,22,35,32,109,193,227,57,163,
13865,193,227,57,163,35,32,21,38,
13866,35,32,21,38,31,27,40,27,
13867,31,27,40,27,32,64,128,89,
13868,32,64,128,89,70,49,65,50,
13869,70,49,65,50,39,239,387,516,
13870,39,239,387,516,150,62,242,79,
13871,34,25,38,33,26,39,28,31,
13872,26,39,28,31,38,24,35,34,
13873,38,24,35,34,25,39,28,29,
13874,25,39,28,29,39,23,34,32,
13875,39,23,34,32,24,38,105,28,
13876,24,38,105,28,39,27,29,163,
13877,39,27,29,163,21,34,30,23,
13878,21,34,30,23,38,28,33,232,
13879,38,28,33,232,296,36,64,82,
13880,296,36,64,82,57,54,34,136,
13881,57,54,34,136,756,198,62,77,
13882,756,198,62,77,58,73,66,36,
13883,49,50,50,48,49,49,50,48,
13884,49,49,50,48,49,50,50,48,
13885,49,50,50,48,49,50,50,49,
13886,49,50,50,49,49,50,51,49,
13887,49,50,51,49,49,74,290,407,
13888,49,74,290,407,269,220,110,53,
13889,269,220,110,53,64,84,107,102,
13890,64,84,107,102,101,105,102,92,
13891,101,105,102,92,102,80,80,77,
13892,102,80,80,77,237,235,344,451,
13893,237,235,344,451,496,522,147,79,
13894,496,522,147,79,83,94,95,92,
13895,71,72,73,71,89,393,91,70,
13896,89,393,91,70,100,70,76,75,
13897,100,70,76,75,76,76,141,598,
13898,76,76,141,598,305,108,80,88,
13899,305,108,80,88,262,83,79,79,
13900,262,83,79,79,79,79,78,78,
13901,79,79,78,78,77,75,76,76,
13902,77,75,76,76,76,75,77,76,
13903,76,75,77,76,77,75,75,76,
13904,77,75,75,76,79,79,94,92,
13905,79,79,94,92,291,469,331,86,
13906,291,469,331,86,96,95,95,96,
13907,77,74,74,73,301,200,188,143,
13908,301,200,188,143,282,72,74,75,
13909,282,72,74,75,215,136,65,68,
13910,215,136,65,68,70,101,169,122,
13911,70,101,169,122,295,399,531,184,
13912,295,399,531,184,71,69,73,215,
13913,71,69,73,215,73,73,83,85,
13914,73,73,83,85,70,72,250,71,
13915,70,72,250,71,70,70,70,71,
13916,70,70,70,71,82,85,100,123,
13917,82,85,100,123,117,368,268,182,
13918,117,368,268,182,94,112,93,101,
13919,54,54,55,54,54,47,83,49,
13920,54,47,83,49,52,51,52,53,
13921,52,51,52,53,53,54,57,57,
13922,53,54,57,57,57,57,60,61,
13923,57,57,60,61,58,56,58,59,
13924,58,56,58,59,57,55,55,57,
13925,57,55,55,57,57,55,184,56,
13926,57,55,184,56,58,56,56,56,
13927,58,56,56,56,55,55,54,54,
13928,55,55,54,54,57,188,224,273,
13929,57,188,224,273,471,476,96,81,
13930,471,476,96,81,84,98,101,98,
13931,56,57,55,57,56,57,57,55,
13932,56,57,57,55,57,56,56,54,
13933,57,56,56,54,53,55,56,55,
13934,53,55,56,55,54,55,56,54,
13935,54,55,56,54,82,49,89,52,
13936,82,49,89,52,53,146,133,70,
13937,53,146,133,70,59,62,63,143,
13938,59,62,63,143,60,58,60,63,
13939,60,58,60,63,66,77,81,89,
13940,66,77,81,89,94,420,652,587,
13941,94,420,652,587,389,181,101,187,
13942,389,181,101,187,92,102,185,75,
13943,57,58,56,56,56,59,57,55,
13944,56,59,57,55,56,56,56,56,
13945,56,56,56,56,64,72,52,53,
13946,64,72,52,53,54,53,54,57,
13947,54,53,54,57,57,59,58,55,
13948,57,59,58,55,57,58,199,80,
13949,57,58,199,80,279,202,230,53,
13950,279,202,230,53,54,54,55,57,
13951,54,54,55,57,57,58,58,63,
13952,57,58,58,63,61,173,173,624,
13953,61,173,173,624,525,334,109,62,
13954,525,334,109,62,82,219,390,186,
13955,55,54,56,56,55,55,54,48,
13956,55,55,54,48,90,47,53,53,
13957,90,47,53,53,54,54,55,53,
13958,54,54,55,53,51,53,52,53,
13959,51,53,52,53,53,52,52,53,
13960,53,52,52,53,53,56,55,54,
13961,53,56,55,54,54,54,108,58,
13962,54,54,108,58,242,63,54,53,
13963,242,63,54,53,122,171,51,51,
13964,122,171,51,51,51,55,68,227,
13965,51,55,68,227,464,550,393,146,
13966,464,550,393,146,67,101,104,271,
13967,57,57,57,57,57,58,57,57,
13968,57,58,57,57,56,53,55,54,
13969,56,53,55,54,49,88,47,73,
13970,49,88,47,73,52,53,61,63,
13971,52,53,61,63,53,52,54,54,
13972,53,52,54,54,141,108,54,54,
13973,141,108,54,54,53,54,55,94,
13974,53,54,55,94,83,67,64,62,
13975,83,67,64,62,60,62,62,61,
13976,60,62,62,61,59,105,688,194,
13977,59,105,688,194,76,91,89,165,
13978,76,91,89,165,87,94,93,90,
13979,61,61,61,62,63,384,82,58,
13980,63,384,82,58,57,99,242,128,
13981,57,99,242,128,58,98,433,458,
13982,58,98,433,458,244,372,763,445,
13983,244,372,763,445,351,59,56,227,
13984,351,59,56,227,57,58,59,58,
13985,57,58,59,58,58,57,80,45,
13986,58,57,80,45,56,56,56,57,
13987,56,56,56,57,55,57,241,60,
13988,55,57,241,60,59,63,223,283,
13989,59,63,223,283,301,381,80,80,
13990,301,381,80,80,87,84,88,89,
13991,57,58,57,58,63,62,175,315,
13992,63,62,175,315,165,197,78,62,
13993,165,197,78,62,74,55,54,53,
13994,74,55,54,53,54,53,54,53,
13995,54,53,54,53,54,63,72,466,
13996,54,63,72,466,257,795,288,178,
13997,257,795,288,178,68,54,57,72,
13998,68,54,57,72,61,49,83,221,
13999,61,49,83,221,55,56,72,99,
14000,55,56,72,99,59,70,89,105,
14001,59,70,89,105,97,122,169,233,
14002,97,122,169,233,126,255,116,103,
14003,59,55,53,76,73,90,207,60,
14004,73,90,207,60,62,62,64,65,
14005,62,62,64,65,83,66,90,54,
14006,83,66,90,54,62,57,185,194,
14007,62,57,185,194,228,104,161,133,
14008,228,104,161,133,60,75,112,208,
14009,60,75,112,208,60,64,61,260,
14010,60,64,61,260,70,69,69,66,
14011,70,69,69,66,60,65,62,317,
14012,60,65,62,317,582,133,202,334,
14013,582,133,202,334,130,97,105,96,
14014,130,97,105,96,93,112,98,123,
14015,84,59,172,123,226,248,125,84,
14016,226,248,125,84,158,401,79,80,
14017,158,401,79,80,86,81,85,470,
14018,86,81,85,470,490,229,292,420,
14019,490,229,292,420,370,84,97,258,
14020,370,84,97,258,590,168,226,75,
14021,590,168,226,75,81,82,80,80,
14022,81,82,80,80,78,90,80,79,
14023,78,90,80,79,77,77,81,83,
14024,77,77,81,83,88,101,106,225,
14025,88,101,106,225,128,252,517,457,
14026,128,252,517,457,86,91,100,108,
14027,159,169,97,63,63,63,135,274,
14028,63,63,135,274,223,105,60,305,
14029,223,105,60,305,73,70,66,72,
14030,73,70,66,72,71,214,426,346,
14031,71,214,426,346,196,116,185,68,
14032,196,116,185,68,66,67,66,171,
14033,66,67,66,171,174,68,69,83,
14034,174,68,69,83,83,79,88,72,
14035,83,79,88,72,70,72,87,90,
14036,70,72,87,90,98,662,160,213,
14037,98,662,160,213,108,328,222,375,
14038,108,328,222,375,91,213,95,98,
14039,56,56,55,280,150,220,64,307,
14040,150,220,64,307,173,67,127,170,
14041,173,67,127,170,197,64,63,64,
14042,197,64,63,64,70,63,209,122,
14043,70,63,209,122,599,262,58,59,
14044,599,262,58,59,56,118,292,474,
14045,56,118,292,474,138,76,75,74,
14046,138,76,75,74,73,241,71,482,
14047,73,241,71,482,473,839,407,352,
14048,473,839,407,352,183,127,97,195,
14049,183,127,97,195,156,112,122,123,
14050,156,112,122,123,116,120,111,131,
14051,232,155,206,110,63,65,346,150,
14052,63,65,346,150,66,105,181,202,
14053,66,105,181,202,260,149,126,62,
14054,260,149,126,62,179,464,272,476,
14055,179,464,272,476,78,61,59,57,
14056,78,61,59,57,57,58,57,57,
14057,57,58,57,57,56,58,59,54,
14058,56,58,59,54,59,67,64,60,
14059,59,67,64,60,72,57,60,61,
14060,72,57,60,61,82,72,249,68,
14061,82,72,249,68,69,68,68,106,
14062,69,68,68,106,207,186,101,249,
14063,57,57,57,58,58,58,217,137,
14064,58,58,217,137,235,88,200,351,
14065,235,88,200,351,170,111,131,118,
14066,170,111,131,118,126,524,80,147,
14067,126,524,80,147,121,580,265,232,
14068,121,580,265,232,309,535,652,100,
14069,309,535,652,100,65,71,62,60,
14070,65,71,62,60,60,60,60,61,
14071,60,60,60,61,58,60,237,67,
14072,58,60,237,67,70,83,225,496,
14073,70,83,225,496,303,268,242,245,
14074,303,268,242,245,213,193,182,85,
14075,55,62,78,65,58,126,204,35,
14076,58,126,204,35,60,319,493,298,
14077,60,319,493,298,167,113,117,80,
14078,167,113,117,80,218,45,43,43,
14079,218,45,43,43,39,570,306,210,
14080,39,570,306,210,362,235,26,40,
14081,362,235,26,40,50,75,67,217,
14082,50,75,67,217,52,50,33,35,
14083,52,50,33,35,36,32,105,29,
14084,36,32,105,29,120,361,221,223,
14085,120,361,221,223,224,189,53,41,
14086,224,189,53,41,47,40,41,66,
14087,26,25,24,239,289,313,157,96,
14088,289,313,157,96,137,221,196,116,
14089,137,221,196,116,111,97,180,133,
14090,111,97,180,133,112,332,430,107,
14091,112,332,430,107,51,52,196,55,
14092,51,52,196,55,40,36,36,35,
14093,40,36,36,35,36,37,38,57,
14094,36,37,38,57,60,240,54,56,
14095,60,240,54,56,347,243,196,90,
14096,347,243,196,90,84,100,354,286,
14097,84,100,354,286,235,130,75,69,
14098,235,130,75,69,93,100,337,81,
14099,21,21,96,124,36,235,58,62,
14100,36,235,58,62,311,161,115,126,
14101,311,161,115,126,161,358,331,440,
14102,161,358,331,440,185,158,435,291,
14103,185,158,435,291,155,188,257,178,
14104,155,188,257,178,104,62,65,67,
14105,104,62,65,67,72,77,68,77,
14106,72,77,68,77,74,73,72,71,
14107,74,73,72,71,236,201,147,83,
14108,236,201,147,83,394,394,80,67,
14109,394,394,80,67,95,84,79,85,
14110,95,84,79,85,162,365,344,87,
14111,182,48,23,31,30,29,126,338,
14112,30,29,126,338,89,114,57,46,
14113,89,114,57,46,41,65,65,65,
14114,41,65,65,65,509,243,155,589,
14115,509,243,155,589,480,401,188,103,
14116,480,401,188,103,65,143,50,59,
14117,65,143,50,59,66,50,49,48,
14118,66,50,49,48,71,75,82,254,
14119,71,75,82,254,483,137,77,440,
14120,483,137,77,440,372,59,51,51,
14121,372,59,51,51,63,114,81,195,
14122,63,114,81,195,125,107,222,341,
14123,25,269,41,40,43,41,197,31,
14124,43,41,197,31,311,297,134,341,
14125,311,297,134,341,442,285,248,450,
14126,442,285,248,450,394,300,217,301,
14127,394,300,217,301,380,215,43,46,
14128,380,215,43,46,60,62,383,70,
14129,60,62,383,70,126,75,83,80,
14130,126,75,83,80,81,85,110,71,
14131,81,85,110,71,72,237,80,64,
14132,72,237,80,64,65,110,448,332,
14133,65,110,448,332,80,101,263,253,
14134,80,101,263,253,138,91,89,82,
14135,23,23,23,23,28,28,79,93,
14136,28,28,79,93,474,187,145,129,
14137,474,187,145,129,127,89,225,88,
14138,127,89,225,88,290,140,125,429,
14139,290,140,125,429,420,371,92,41,
14140,420,371,92,41,42,44,56,265,
14141,42,44,56,265,222,44,45,44,
14142,222,44,45,44,43,70,53,72,
14143,43,70,53,72,64,40,39,52,
14144,64,40,39,52,56,40,62,365,
14145,56,40,62,365,577,363,148,55,
14146,577,363,148,55,70,94,105,85,
14147,22,21,22,22,41,58,169,83,
14148,41,58,169,83,37,40,55,128,
14149,37,40,55,128,347,423,645,285,
14150,347,423,645,285,230,266,181,438,
14151,230,266,181,438,455,317,74,78,
14152,455,317,74,78,44,99,180,53,
14153,44,99,180,53,39,41,39,77,
14154,39,41,39,77,89,51,55,54,
14155,89,51,55,54,52,73,62,51,
14156,52,73,62,51,51,52,58,78,
14157,51,52,58,78,52,50,57,55,
14158,52,50,57,55,73,110,76,83,
14159,57,38,61,81,57,55,228,57,
14160,57,55,228,57,229,77,59,60,
14161,229,77,59,60,65,86,84,71,
14162,65,86,84,71,523,735,439,531,
14163,523,735,439,531,317,521,451,119,
14164,317,521,451,119,147,620,299,263,
14165,147,620,299,263,78,79,94,121,
14166,78,79,94,121,71,81,72,96,
14167,71,81,72,96,92,81,78,96,
14168,92,81,78,96,133,292,475,214,
14169,133,292,475,214,423,111,99,104,
14170,423,111,99,104,104,107,139,141,
14171,22,42,19,48,236,24,44,299,
14172,236,24,44,299,28,201,49,69,
14173,28,201,49,69,52,48,43,40,
14174,52,48,43,40,345,302,219,46,
14175,345,302,219,46,64,146,70,60,
14176,64,146,70,60,64,83,69,58,
14177,64,83,69,58,61,64,85,53,
14178,61,64,85,53,42,40,53,58,
14179,42,40,53,58,307,143,38,144,
14180,307,143,38,144,198,196,211,220,
